Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-08-12,17:30:00,Premier League,Matchweek 1,Sat,Home,W,5,1,Aston Villa,3.3,1.8,52,52207,Kieran Trippier,4-3-3,4-2-3-1,Andy Madley,/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-08-19,20:00:00,Premier League,Matchweek 2,Sat,Away,L,0,1,Manchester City,0.3,1.0,41,53419,Kieran Trippier,4-3-3,4-2-3-1,Robert Jones,/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-08-27,16:30:00,Premier League,Matchweek 3,Sun,Home,L,1,2,Liverpool,2.0,0.9,59,52214,Kieran Trippier,4-3-3,4-3-3,John Brooks,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-09-02,17:30:00,Premier League,Matchweek 4,Sat,Away,L,1,3,Brighton,1.2,1.3,44,31620,Kieran Trippier,4-3-3,4-2-3-1,Stuart Attwell,/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-09-16,17:30:00,Premier League,Matchweek 5,Sat,Home,W,1,0,Brentford,1.4,0.5,56,51670,Kieran Trippier,4-3-3,5-3-2,Craig Pawson,/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-09-19,18:45:00,Champions Lg,Group stage,Tue,Away,D,0,0,Milan,0.3,1.9,47,65695,Kieran Trippier,4-3-3,4-3-3,José Sánchez,/en/matches/19789895/Milan-Newcastle-United-September-19-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-09-24,16:30:00,Premier League,Matchweek 6,Sun,Away,W,8,0,Sheffield Utd,3.9,0.9,58,31127,Kieran Trippier,4-3-3,3-4-3,Stuart Attwell,/en/matches/cf4fef85/Sheffield-United-Newcastle-United-September-24-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-09-27,20:00:00,EFL Cup,Third round,Wed,Home,W,1,0,Manchester City,,,33,51692,Jamaal Lascelles,4-3-3,3-2-4-1,Chris Kavanagh,/en/matches/ea61505c/Newcastle-United-Manchester-City-September-27-2023-EFL-Cup,,23-24,Newcastle Utd,b2b47a98
2023-09-30,15:00:00,Premier League,Matchweek 7,Sat,Home,W,2,0,Burnley,3.1,0.6,53,51687,Jamaal Lascelles,4-3-3,4-2-3-1,Thomas Bramall,/en/matches/a79ff136/Newcastle-United-Burnley-September-30-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-10-04,20:00:00,Champions Lg,Group stage,Wed,Home,W,4,1,Paris S-G,0.9,0.9,27,52009,Jamaal Lascelles,4-3-3,4-2-3-1,István Kovács,/en/matches/4d5a6bf1/Newcastle-United-Paris-Saint-Germain-October-4-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-10-08,14:00:00,Premier League,Matchweek 8,Sun,Away,D,2,2,West Ham,2.0,1.2,64,62473,Jamaal Lascelles,4-3-3,4-2-3-1,Peter Bankes,/en/matches/017c9ca5/West-Ham-United-Newcastle-United-October-8-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-10-21,15:00:00,Premier League,Matchweek 9,Sat,Home,W,4,0,Crystal Palace,2.4,1.2,59,52189,Jamaal Lascelles,4-3-3,4-3-3,Tim Robinson,/en/matches/21625dde/Newcastle-United-Crystal-Palace-October-21-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-10-25,20:00:00,Champions Lg,Group stage,Wed,Home,L,0,1,Dortmund,1.1,1.8,59,52024,Jamaal Lascelles,4-3-3,4-3-3,Artur Soares Dias,/en/matches/ab67c6cc/Newcastle-United-Dortmund-October-25-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-10-28,17:30:00,Premier League,Matchweek 10,Sat,Away,D,2,2,Wolves,2.2,0.9,57,31584,Jamaal Lascelles,4-3-3,4-4-2,Anthony Taylor,/en/matches/b84d060a/Wolverhampton-Wanderers-Newcastle-United-October-28-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-11-01,20:15:00,EFL Cup,Fourth round,Wed,Away,W,3,0,Manchester Utd,,,38,72484,Sean Longstaff,4-3-3,4-2-3-1,Robert Jones,/en/matches/7ce66c13/Manchester-United-Newcastle-United-November-1-2023-EFL-Cup,,23-24,Newcastle Utd,b2b47a98
2023-11-04,17:30:00,Premier League,Matchweek 11,Sat,Home,W,1,0,Arsenal,1.0,0.6,42,52194,Jamaal Lascelles,4-3-3,4-3-3,Stuart Attwell,/en/matches/6096abaa/Newcastle-United-Arsenal-November-4-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-11-07,18:45:00,Champions Lg,Group stage,Tue,Away,L,0,2,Dortmund,0.6,1.4,54,81365,Jamaal Lascelles,4-3-3,4-2-3-1,Alejandro Hernández,/en/matches/12af2c2a/Dortmund-Newcastle-United-November-7-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-11-11,17:30:00,Premier League,Matchweek 12,Sat,Away,L,0,2,Bournemouth,0.5,2.4,52,11201,Jamaal Lascelles,4-3-3,4-2-3-1,Chris Kavanagh,/en/matches/641024cf/Bournemouth-Newcastle-United-November-11-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-11-25,15:00:00,Premier League,Matchweek 13,Sat,Home,W,4,1,Chelsea,2.4,0.5,54,52227,Jamaal Lascelles,4-3-3,4-2-3-1,Simon Hooper,/en/matches/8c8f48f4/Newcastle-United-Chelsea-November-25-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-11-28,21:00:00,Champions Lg,Group stage,Tue,Away,D,1,1,Paris S-G,1.3,4.4,28,46435,Jamaal Lascelles,4-3-3,4-3-3,Szymon Marciniak,/en/matches/9ee809ff/Paris-Saint-Germain-Newcastle-United-November-28-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-12-02,20:00:00,Premier League,Matchweek 14,Sat,Home,W,1,0,Manchester Utd,2.4,0.5,58,52214,Jamaal Lascelles,4-3-3,4-2-3-1,Robert Jones,/en/matches/66a1f3ac/Newcastle-United-Manchester-United-December-2-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-12-07,19:30:00,Premier League,Matchweek 15,Thu,Away,L,0,3,Everton,1.5,3.3,62,38198,Jamaal Lascelles,4-3-3,4-4-1-1,Tim Robinson,/en/matches/2fe9d766/Everton-Newcastle-United-December-7-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-12-10,16:30:00,Premier League,Matchweek 16,Sun,Away,L,1,4,Tottenham,1.7,3.8,44,61171,Jamaal Lascelles,4-3-3,4-2-3-1,Chris Kavanagh,/en/matches/be6d1aac/Tottenham-Hotspur-Newcastle-United-December-10-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-12-13,20:00:00,Champions Lg,Group stage,Wed,Home,L,1,2,Milan,1.8,1.9,58,52037,Jamaal Lascelles,4-3-3,4-2-3-1,Danny Makkelie,/en/matches/49e9dcae/Newcastle-United-Milan-December-13-2023-Champions-League,,23-24,Newcastle Utd,b2b47a98
2023-12-16,15:00:00,Premier League,Matchweek 17,Sat,Home,W,3,0,Fulham,3.5,0.3,70,52055,Jamaal Lascelles,4-3-3,4-2-3-1,Samuel Barrott,/en/matches/5db0f25b/Newcastle-United-Fulham-December-16-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-12-19,20:00:00,EFL Cup,Quarter-finals,Tue,Away,D,1 (2),1 (4),Chelsea,,,22,38058,Jamaal Lascelles,4-3-3,4-2-3-1,Jarred Gillett,/en/matches/093e5e55/Chelsea-Newcastle-United-December-19-2023-EFL-Cup,Chelsea won on penalty kicks following extra time,23-24,Newcastle Utd,b2b47a98
2023-12-23,15:00:00,Premier League,Matchweek 18,Sat,Away,L,0,1,Luton Town,1.4,1.4,65,11042,Jamaal Lascelles,4-3-3,3-4-3,Darren England,/en/matches/46bfb645/Luton-Town-Newcastle-United-December-23-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2023-12-26,12:30:00,Premier League,Matchweek 19,Tue,Home,L,1,3,Nott'ham Forest,2.4,3.5,62,52207,Kieran Trippier,4-3-3,4-2-3-1,Chris Kavanagh,/en/matches/f22a20f0/Newcastle-United-Nottingham-Forest-December-26-2023-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-01-01,20:00:00,Premier League,Matchweek 20,Mon,Away,L,2,4,Liverpool,0.6,7.0,39,57471,Dan Burn,4-3-3,4-3-3,Anthony Taylor,/en/matches/107b2d79/Liverpool-Newcastle-United-January-1-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-01-06,12:45:00,FA Cup,Third round proper,Sat,Away,W,3,0,Sunderland,,,64,44814,Kieran Trippier,4-3-3,4-2-3-1,Craig Pawson,/en/matches/1d0dd0a3/Sunderland-Newcastle-United-January-6-2024-FA-Cup,,23-24,Newcastle Utd,b2b47a98
2024-01-13,17:30:00,Premier League,Matchweek 21,Sat,Home,L,2,3,Manchester City,1.3,3.0,28,52190,Kieran Trippier,4-3-3,4-2-3-1,Chris Kavanagh,/en/matches/738f8c3e/Newcastle-United-Manchester-City-January-13-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-01-27,19:00:00,FA Cup,Fourth round proper,Sat,Away,W,2,0,Fulham,,,44,18960,Kieran Trippier,4-3-3,4-2-3-1,Jarred Gillett,/en/matches/e3b7e24e/Fulham-Newcastle-United-January-27-2024-FA-Cup,,23-24,Newcastle Utd,b2b47a98
2024-01-30,20:15:00,Premier League,Matchweek 22,Tue,Away,W,3,1,Aston Villa,2.6,1.4,39,42191,Kieran Trippier,4-3-3,4-4-2,John Brooks,/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-02-03,15:00:00,Premier League,Matchweek 23,Sat,Home,D,4,4,Luton Town,2.3,2.4,55,52211,Kieran Trippier,4-3-3,3-4-3,Thomas Bramall,/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-02-10,17:30:00,Premier League,Matchweek 24,Sat,Away,W,3,2,Nott'ham Forest,0.5,1.5,61,29451,Kieran Trippier,4-3-3,4-2-3-1,Anthony Taylor,/en/matches/1c53666a/Nottingham-Forest-Newcastle-United-February-10-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-02-17,15:00:00,Premier League,Matchweek 25,Sat,Home,D,2,2,Bournemouth,2.2,2.2,62,52224,Kieran Trippier,4-3-3,4-2-3-1,Michael Salisbury,/en/matches/083c4444/Newcastle-United-Bournemouth-February-17-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-02-24,20:00:00,Premier League,Matchweek 26,Sat,Away,L,1,4,Arsenal,0.2,2.8,45,60298,Kieran Trippier,4-3-3,4-3-3,Paul Tierney,/en/matches/8f922133/Arsenal-Newcastle-United-February-24-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-02-27,19:45:00,FA Cup,Fifth round proper,Tue,Away,D,1 (4),1 (3),Blackburn,,,62,22730,Jamaal Lascelles,4-3-3,3-4-3,Jarred Gillett,/en/matches/cc906b07/Blackburn-Rovers-Newcastle-United-February-27-2024-FA-Cup,Newcastle Utd won on penalty kicks following extra time,23-24,Newcastle Utd,b2b47a98
2024-03-02,15:00:00,Premier League,Matchweek 27,Sat,Home,W,3,0,Wolves,2.1,0.8,44,52206,Kieran Trippier,4-3-3,3-4-3,Tim Robinson,/en/matches/bbae8356/Newcastle-United-Wolverhampton-Wanderers-March-2-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-03-11,20:00:00,Premier League,Matchweek 28,Mon,Away,L,2,3,Chelsea,0.7,1.6,56,37753,Dan Burn,4-3-3,4-2-3-1,John Brooks,/en/matches/d4b4c06f/Chelsea-Newcastle-United-March-11-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-03-16,17:30:00,FA Cup,Quarter-finals,Sat,Away,L,0,2,Manchester City,,,28,52126,Jamaal Lascelles,5-3-2,4-2-3-1,Simon Hooper,/en/matches/f3a174ff/Manchester-City-Newcastle-United-March-16-2024-FA-Cup,,23-24,Newcastle Utd,b2b47a98
2024-03-30,12:30:00,Premier League,Matchweek 30,Sat,Home,W,4,3,West Ham,4.1,1.4,60,52199,Jamaal Lascelles,4-3-3,4-2-3-1,Robert Jones,/en/matches/10600f89/Newcastle-United-West-Ham-United-March-30-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-04-02,19:30:00,Premier League,Matchweek 31,Tue,Home,D,1,1,Everton,2.4,1.4,57,52135,Dan Burn,4-3-3,4-4-1-1,Tony Harrington,/en/matches/52846bc3/Newcastle-United-Everton-April-2-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-04-06,15:00:00,Premier League,Matchweek 32,Sat,Away,W,1,0,Fulham,1.0,1.2,34,24418,Dan Burn,4-3-3,4-2-3-1,Samuel Allison,/en/matches/a9d2819f/Fulham-Newcastle-United-April-6-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-04-13,12:30:00,Premier League,Matchweek 33,Sat,Home,W,4,0,Tottenham,2.8,0.8,28,52147,Dan Burn,4-3-3,4-2-3-1,Tim Robinson,/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-04-24,20:00:00,Premier League,Matchweek 29,Wed,Away,L,0,2,Crystal Palace,0.4,0.9,53,25002,Dan Burn,3-4-3,3-4-3,Thomas Bramall,/en/matches/ee21eba2/Crystal-Palace-Newcastle-United-April-24-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-04-27,15:00:00,Premier League,Matchweek 35,Sat,Home,W,5,1,Sheffield Utd,3.1,1.5,60,52196,Dan Burn,4-3-3,3-5-2,Tony Harrington,/en/matches/e92d40be/Newcastle-United-Sheffield-United-April-27-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-05-04,15:00:00,Premier League,Matchweek 36,Sat,Away,W,4,1,Burnley,3.4,1.0,53,21781,Dan Burn,4-4-2,4-2-3-1,Anthony Taylor,/en/matches/070bf86d/Burnley-Newcastle-United-May-4-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-05-11,15:00:00,Premier League,Matchweek 37,Sat,Home,D,1,1,Brighton,2.2,1.4,57,51997,Dan Burn,4-3-3,4-2-3-1,Darren England,/en/matches/6dbd7d72/Newcastle-United-Brighton-and-Hove-Albion-May-11-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-05-15,20:00:00,Premier League,Matchweek 34,Wed,Away,L,2,3,Manchester Utd,2.2,1.5,55,73582,Kieran Trippier,4-3-3,4-2-2-2,Robert Jones,/en/matches/e43e8597/Manchester-United-Newcastle-United-May-15-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
2024-05-19,16:00:00,Premier League,Matchweek 38,Sun,Away,W,4,2,Brentford,3.4,1.1,46,17124,Dan Burn,4-3-3,4-3-3,Simon Hooper,/en/matches/546e1a3d/Brentford-Newcastle-United-May-19-2024-Premier-League,,23-24,Newcastle Utd,b2b47a98
