Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
Group stage,1,Thu,2019-09-19,18:55,Rennes,1.3,1–1,1.1,Celtic,27026,Roazhon Park,José Sánchez,/en/matches/0c2d0b3b/Rennes-Celtic-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,18:55,PSV Eindhoven,0.9,3–2,1.7,Sporting CP,30000,Philips Stadion,Ivan Kružliak,/en/matches/2122f715/PSV-Eindhoven-Sporting-CP-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,18:55,Basel,2.6,5–0,1.9,Krasnodar,14127,St. Jakob-Park,Mattias Gestranius,/en/matches/27b42593/Basel-Krasnodar-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,18:55,FC Copenhagen,1.0,1–0,0.3,Lugano,18240,Telia Parken,Fábio Costa,/en/matches/442e74c0/FC-Copenhagen-Lugano-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,18:55,Standard Liège,0.7,2–0,1.2,Vitória,13477,Stade Maurice Dufrasne,Sergey Ivanov,/en/matches/5d1cdb2a/Standard-Liege-Vitoria-Guimaraes-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,18:55,Getafe,1.2,1–0,0.3,Trabzonspor,5786,Coliseum Alfonso Pérez,Matej Jug,/en/matches/bc469527/Getafe-Trabzonspor-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,18:55,Eint Frankfurt,1.8,0–3,3.2,Arsenal,47000,Deutsche Bank Park,Davide Massa,/en/matches/dc129b7c/Eintracht-Frankfurt-Arsenal-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,18:55,LASK,1.9,1–0,0.3,Rosenborg,12179,Linzer Stadion,Donatas Rumšas,/en/matches/f7b3f82f/LASK-Rosenborg-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,19:55,CFR Cluj,2.1,2–1,2.0,Lazio,9222,Stadionul Dr. Constantin Rădulescu,Daniel Stefański,/en/matches/7244aeee/CFR-Cluj-Lazio-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,19:55,APOEL,2.4,3–4,1.7,F91 Dudelange,9313,Neo GSP,Dumitru Muntean,/en/matches/afcf945b/APOEL-F91-Dudelange-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,19:55,Dynamo Kyiv,1.5,1–0,0.4,Malmö,17159,NSK Olimpijs'kyj,Aleksandar Stavrev,/en/matches/dc56d52c/Dynamo-Kyiv-Malmo-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,20:00,Wolves,1.1,0–1,0.7,Braga,28314,Molineux Stadium,Jakob Kehlet,/en/matches/1fa63aba/Wolverhampton-Wanderers-Braga-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,20:00,Porto,1.6,2–1,1.0,Young Boys,32929,Estádio Do Dragão,Andris Treimanis,/en/matches/e25f50c9/Porto-Young-Boys-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,20:00,Manchester Utd,2.8,1–0,0.3,Astana FK,50783,Old Trafford,François Letexier,/en/matches/e824741d/Manchester-United-Astana-FK-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,20:00,Rangers,2.6,1–0,1.1,Feyenoord,46858,Ibrox Stadium,Antonio Matéu Lahoz,/en/matches/f354bafc/Rangers-Feyenoord-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,20:55,Qarabağ,0.7,0–3,1.7,Sevilla,30826,Tofiq Bəhramov adına Respublika stadionu,Yevhen Aranovskyi,/en/matches/5ecec8e0/Qarabag-Sevilla-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,21:00,Espanyol,1.7,1–1,0.2,Ferencváros,18125,RCDE Stadium,Nikola Dabanović,/en/matches/03fff86f/Espanyol-Ferencvaros-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,21:00,Wolfsburg,1.3,3–1,0.7,FC Oleksandriya,10112,Volkswagen Arena,Halis Özkahya,/en/matches/270c4415/Wolfsburg-FC-Oleksandriya-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,21:00,Gladbach,1.7,0–4,1.9,Wolfsberger AC,34846,Stadion im Borussia-Park,Tamás Bognár,/en/matches/2a475a14/Monchengladbach-Wolfsberger-AC-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,21:00,Partizan,3.1,2–2,1.3,AZ Alkmaar,22564,Stadion Partizana,Marco Guida,/en/matches/3a07b4b1/Partizan-AZ-Alkmaar-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,21:00,Slovan Bratislava,2.6,4–2,1.8,Beşiktaş,5273,Štadión Tehelné pole,Kristo Tohver,/en/matches/5eb0b57f/Slovan-Bratislava-Besiktas-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,21:00,Gent,1.1,3–2,0.6,Saint-Étienne,14928,GHELAMCO-arena,Roi Reinshreiber,/en/matches/bb970ba5/Gent-Saint-Etienne-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,21:00,Roma,3.2,4–0,0.6,Başakşehir,21348,Stadio Olimpico,Daniel Ask,/en/matches/e85b7477/Roma-Istanbul-Basaksehir-September-19-2019-Europa-League,,UEL,19-20
Group stage,1,Thu,2019-09-19,22:00,Ludogorets,2.5,5–1,0.9,CSKA Moscow,8423,Huvepharma Arena,Irfan Peljto,/en/matches/c9ec921f/Ludogorets-Razgrad-CSKA-Moscow-September-19-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,17:55,Braga,1.1,2–2,1.1,Slovan Bratislava,9077,Estádio Municipal de Braga,Adrien Jaccottet,/en/matches/432e049c/Braga-Slovan-Bratislava-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,18:55,Feyenoord,1.3,2–0,3.4,Porto,41000,Stadion Feijenoord,Sergey Karasev,/en/matches/620f7f70/Feyenoord-Porto-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,18:55,Wolfsberger AC,0.7,1–1,1.4,Roma,11169,Merkur Arena,Tiago Martins,/en/matches/978edab7/Wolfsberger-AC-Roma-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,18:55,Ferencváros,1.2,0–3,1.3,Ludogorets,16163,Groupama Arena,Bartosz Frankowski,/en/matches/995b1998/Ferencvaros-Ludogorets-Razgrad-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,18:55,AZ Alkmaar,1.0,0–0,0.7,Manchester Utd,13863,Cars Jeans Stadion,Gediminas Mažeika,/en/matches/c7f9121a/AZ-Alkmaar-Manchester-United-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,18:55,Saint-Étienne,0.5,1–1,0.6,Wolfsburg,27000,Stade Geoffroy-Guichard,Craig Pawson,/en/matches/f18502ef/Saint-Etienne-Wolfsburg-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,18:55,Young Boys,1.8,2–1,0.7,Rangers,26348,Stade de Suisse Wankdorf Bern,Manuel Schüttengruber,/en/matches/f28096b7/Young-Boys-Rangers-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,19:55,Başakşehir,1.3,1–1,1.2,Gladbach,6000,Başakşehir Fatih Terim Stadium,Stuart Attwell,/en/matches/486e53af/Istanbul-Basaksehir-Monchengladbach-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,19:55,FC Oleksandriya,1.8,1–1,0.8,Gent,7588,L'viv Arena,Jens Maae,/en/matches/48d689d2/FC-Oleksandriya-Gent-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,19:55,Beşiktaş,0.9,0–1,0.8,Wolves,22670,Vodafone Arena,Harald Lechner,/en/matches/8b0ba694/Besiktas-Wolverhampton-Wanderers-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,19:55,CSKA Moscow,0.7,0–2,1.9,Espanyol,22288,VEB Arena,Ali Palabıyık,/en/matches/b3959461/CSKA-Moscow-Espanyol-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,20:00,Vitória,0.8,0–1,1.7,Eint Frankfurt,27000,Estádio Dom Afonso Henriques,Radu Petrescu,/en/matches/1eacabcb/Vitoria-Guimaraes-Eintracht-Frankfurt-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,20:00,Celtic,1.8,2–0,0.4,CFR Cluj,56172,Celtic Park,Daniel Siebert,/en/matches/c2c17abb/Celtic-CFR-Cluj-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,20:00,Sporting CP,0.9,2–1,1.8,LASK,31225,Estádio José Alvalade,Alain Durieux,/en/matches/d5888327/Sporting-CP-LASK-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,20:00,Arsenal,4.9,4–0,0.6,Standard Liège,58725,Emirates Stadium,Sandro Schärer,/en/matches/f3398a45/Arsenal-Standard-Liege-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,20:50,Astana FK,0.3,1–2,2.6,Partizan,20137,Astana Arena,Mohammed Al Hakim,/en/matches/d136954e/Astana-FK-Partizan-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,21:00,Lugano,1.1,0–0,1.1,Dynamo Kyiv,1281,Kybunpark,Karim Abed,/en/matches/3575782f/Lugano-Dynamo-Kyiv-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,21:00,Malmö,0.8,1–1,0.1,FC Copenhagen,19884,Eleda Stadion,Deniz Aytekin,/en/matches/52b1fb60/Malmo-FC-Copenhagen-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,21:00,F91 Dudelange,1.6,1–4,3.8,Qarabağ,3005,Stade Josy Barthel,John Beaton,/en/matches/84569518/F91-Dudelange-Qarabag-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,21:00,Rosenborg,2.1,1–4,2.3,PSV Eindhoven,10296,Lerkendal Stadion,Halil Meler,/en/matches/a234f534/Rosenborg-PSV-Eindhoven-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,21:00,Sevilla,2.2,1–0,0.1,APOEL,30008,Estadio Ramón Sánchez Pizjuán,Bas Nijhuis,/en/matches/a6f32888/Sevilla-APOEL-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,21:00,Lazio,0.5,2–1,0.9,Rennes,13072,Stadio Olimpico,Sergiy Boyko,/en/matches/c418f60d/Lazio-Rennes-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,22:00,Trabzonspor,1.0,2–2,0.4,Basel,23867,Hüseyin Avni Aker Stadyumu,Marco Di Bello,/en/matches/b7874844/Trabzonspor-Basel-October-3-2019-Europa-League,,UEL,19-20
Group stage,2,Thu,2019-10-03,22:00,Krasnodar,1.9,1–2,2.4,Getafe,20035,Krasnodar Stadium,Ivan Bebek,/en/matches/cf2cc427/Krasnodar-Getafe-October-3-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,17:55,Porto,1.1,1–1,1.0,Rangers,31307,Estádio Do Dragão,Nikola Dabanović,/en/matches/d741aaf9/Porto-Rangers-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,18:55,Partizan,0.6,0–1,1.4,Manchester Utd,25627,Stadion Partizana,Daniel Ask,/en/matches/27ad0187/Partizan-Manchester-United-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,18:55,Young Boys,2.3,2–0,0.4,Feyenoord,27641,Stade de Suisse Wankdorf Bern,Jakob Kehlet,/en/matches/49c37bdb/Young-Boys-Feyenoord-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,18:55,AZ Alkmaar,6.8,6–0,0.3,Astana FK,8123,Cars Jeans Stadion,Enea Jorgji,/en/matches/4fdf62e4/AZ-Alkmaar-Astana-FK-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,18:55,Slovan Bratislava,0.8,1–2,1.3,Wolves,20333,Štadión Tehelné pole,Yevhen Aranovskyi,/en/matches/74264bbc/Slovan-Bratislava-Wolverhampton-Wanderers-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,18:55,Saint-Étienne,1.0,1–1,0.2,FC Oleksandriya,28573,Stade Geoffroy-Guichard,Espen Andreas Eskås,/en/matches/7bc1c183/Saint-Etienne-FC-Oleksandriya-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,18:55,Gent,1.6,2–2,2.4,Wolfsburg,14000,GHELAMCO-arena,Sergey Ivanov,/en/matches/92f026f2/Gent-Wolfsburg-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,18:55,Roma,1.4,1–1,2.5,Gladbach,29037,Stadio Olimpico,William Collum,/en/matches/a025ad39/Roma-Monchengladbach-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,19:55,Ludogorets,0.4,0–1,0.7,Espanyol,10334,Huvepharma Arena,Əliyar Ağayev,/en/matches/20328805/Ludogorets-Razgrad-Espanyol-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,19:55,CSKA Moscow,1.7,0–1,1.6,Ferencváros,18518,VEB Arena,Pavel Orel,/en/matches/2bfa1b83/CSKA-Moscow-Ferencvaros-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,19:55,Başakşehir,1.0,1–0,0.8,Wolfsberger AC,5000,Başakşehir Fatih Terim Stadium,Irfan Peljto,/en/matches/81fe186f/Istanbul-Basaksehir-Wolfsberger-AC-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,19:55,Beşiktaş,1.8,1–2,2.1,Braga,20956,Vodafone Arena,Alejandro Hernández,/en/matches/d0338ef7/Besiktas-Braga-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,20:00,Arsenal,2.3,3–2,1.7,Vitória,60195,Emirates Stadium,Serdar Gözübüyük,/en/matches/9047af47/Arsenal-Vitoria-Guimaraes-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,20:00,Sporting CP,0.8,1–0,0.8,Rosenborg,27671,Estádio José Alvalade,Lawrence Visser,/en/matches/9aa72a21/Sporting-CP-Rosenborg-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,20:00,Celtic,1.1,2–1,1.5,Lazio,56172,Celtic Park,Ivan Bebek,/en/matches/b18d6c93/Celtic-Lazio-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,20:55,Qarabağ,1.8,2–2,0.6,APOEL,30824,Tofiq Bəhramov adına Respublika stadionu,Filip Glova,/en/matches/39723013/Qarabag-APOEL-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,21:00,PSV Eindhoven,1.1,0–0,1.2,LASK,29000,Philips Stadion,Chris Kavanagh,/en/matches/4c6204d4/PSV-Eindhoven-LASK-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,21:00,Eint Frankfurt,1.6,2–1,1.0,Standard Liège,47000,Deutsche Bank Park,Daniel Stefański,/en/matches/52430cb2/Eintracht-Frankfurt-Standard-Liege-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,21:00,Malmö,1.7,2–1,0.8,Lugano,16789,Eleda Stadion,Robert Harvey,/en/matches/53024a6b/Malmo-Lugano-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,21:00,Sevilla,2.4,3–0,0.1,F91 Dudelange,26165,Estadio Ramón Sánchez Pizjuán,Anastasios Papapetrou,/en/matches/6ff6f1e8/Sevilla-F91-Dudelange-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,21:00,Rennes,1.5,0–1,1.5,CFR Cluj,27330,Roazhon Park,Aleksey Eskov,/en/matches/891891d6/Rennes-CFR-Cluj-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,21:00,Getafe,1.1,0–1,0.5,Basel,6213,Coliseum Alfonso Pérez,Jérôme Brisard,/en/matches/eef75795/Getafe-Basel-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,22:00,Dynamo Kyiv,0.8,1–1,1.1,FC Copenhagen,21202,NSK Olimpijs'kyj,Halil Meler,/en/matches/9defadf9/Dynamo-Kyiv-FC-Copenhagen-October-24-2019-Europa-League,,UEL,19-20
Group stage,3,Thu,2019-10-24,22:00,Trabzonspor,1.2,0–2,2.4,Krasnodar,26405,Hüseyin Avni Aker Stadyumu,Harald Lechner,/en/matches/aebac17d/Trabzonspor-Krasnodar-October-24-2019-Europa-League,,UEL,19-20
Group stage,4,Wed,2019-11-06,15:50,Vitória,1.0,1–1,1.2,Arsenal,17822,Estádio Dom Afonso Henriques,Halis Özkahya,/en/matches/7083f275/Vitoria-Guimaraes-Arsenal-November-6-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,18:55,Rosenborg,1.0,0–2,0.8,Sporting CP,11018,Lerkendal Stadion,Kevin Clancy,/en/matches/434c904b/Rosenborg-Sporting-CP-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,18:55,F91 Dudelange,1.6,2–5,4.5,Sevilla,2848,Stade Josy Barthel,Vilhjálmur Thórarinsson,/en/matches/6c142d7e/F91-Dudelange-Sevilla-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,18:55,FC Copenhagen,0.7,1–1,1.3,Dynamo Kyiv,23166,Telia Parken,Tamás Bognár,/en/matches/78696e52/FC-Copenhagen-Dynamo-Kyiv-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,18:55,LASK,2.5,4–1,1.8,PSV Eindhoven,12658,Linzer Stadion,Radu Petrescu,/en/matches/78bf083c/LASK-PSV-Eindhoven-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,18:55,Basel,2.0,2–1,2.5,Getafe,26298,St. Jakob-Park,Sergiy Boyko,/en/matches/90b1fcf1/Basel-Getafe-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,18:55,Lugano,1.7,0–0,0.2,Malmö,1875,Kybunpark,Giorgi Kruashvili,/en/matches/b60b13f6/Lugano-Malmo-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,18:55,Lazio,1.6,1–2,1.3,Celtic,26155,Stadio Olimpico,Tobias Stieler,/en/matches/b9e40c4c/Lazio-Celtic-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,18:55,Standard Liège,1.9,2–1,2.2,Eint Frankfurt,20000,Stade Maurice Dufrasne,Matej Jug,/en/matches/d9790bb6/Standard-Liege-Eintracht-Frankfurt-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,19:55,CFR Cluj,0.7,1–0,2.2,Rennes,11067,Stadionul Dr. Constantin Rădulescu,Tiago Martins,/en/matches/0a2404cb/CFR-Cluj-Rennes-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,19:55,APOEL,0.9,2–1,1.7,Qarabağ,9432,Neo GSP,Manuel Schüttengruber,/en/matches/298d895b/APOEL-Qarabag-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,20:00,Braga,2.1,3–1,0.6,Beşiktaş,8833,Estádio Municipal de Braga,Gediminas Mažeika,/en/matches/5b469861/Braga-Besiktas-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,20:00,Wolves,2.8,1–0,0.4,Slovan Bratislava,29789,Molineux Stadium,Bas Nijhuis,/en/matches/62b61fc8/Wolverhampton-Wanderers-Slovan-Bratislava-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,20:00,Manchester Utd,3.0,3–0,0.1,Partizan,62955,Old Trafford,Mattias Gestranius,/en/matches/879dcaa5/Manchester-United-Partizan-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,20:00,Rangers,0.4,2–0,0.7,Porto,49645,Ibrox Stadium,Davide Massa,/en/matches/c3cbc751/Rangers-Porto-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,20:55,Krasnodar,1.4,3–1,0.4,Trabzonspor,21669,Krasnodar Stadium,Benoît Bastien,/en/matches/a0c81aa6/Krasnodar-Trabzonspor-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,21:00,Feyenoord,1.3,1–1,2.4,Young Boys,45022,Stadion Feijenoord,Paweł Gil,/en/matches/27a1d681/Feyenoord-Young-Boys-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,21:00,Ferencváros,1.1,0–0,1.8,CSKA Moscow,18153,Groupama Arena,Aleksandar Stavrev,/en/matches/3f1c1546/Ferencvaros-CSKA-Moscow-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,21:00,Wolfsburg,1.6,1–3,0.6,Gent,12000,Volkswagen Arena,Massimiliano Irrati,/en/matches/5bc1e5f8/Wolfsburg-Gent-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,21:00,Gladbach,1.2,2–1,1.1,Roma,44500,Stadion im Borussia-Park,Jesús Gil,/en/matches/876227b5/Monchengladbach-Roma-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,21:00,Wolfsberger AC,0.8,0–3,3.1,Başakşehir,5286,Merkur Arena,Sandro Schärer,/en/matches/c064b7cf/Wolfsberger-AC-Istanbul-Basaksehir-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,21:00,Espanyol,4.0,6–0,0.0,Ludogorets,13963,RCDE Stadium,François Letexier,/en/matches/c339d57c/Espanyol-Ludogorets-Razgrad-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,21:50,Astana FK,0.2,0–5,3.2,AZ Alkmaar,11584,Astana Arena,Mads-Kristoffer Kristoffersen,/en/matches/db399f2f/Astana-FK-AZ-Alkmaar-November-7-2019-Europa-League,,UEL,19-20
Group stage,4,Thu,2019-11-07,22:00,FC Oleksandriya,1.4,2–2,1.2,Saint-Étienne,6361,L'viv Arena,João Pinheiro,/en/matches/62cb2e07/FC-Oleksandriya-Saint-Etienne-November-7-2019-Europa-League,,UEL,19-20
Group stage,5,Thu,2019-11-28,17:55,Braga,1.1,3–3,1.9,Wolves,12058,Estádio Municipal de Braga,Aliaksei Kulbakou,/en/matches/619dec18/Braga-Wolverhampton-Wanderers-November-28-2019-Europa-League,,UEL,19-20
Group stage,5,Thu,2019-11-28,18:50,Trabzonspor,0.6,0–1,1.8,Getafe,11465,Hüseyin Avni Aker Stadyumu,Andris Treimanis,/en/matches/ab76de7e/Trabzonspor-Getafe-November-28-2019-Europa-League,,UEL,19-20
Group stage,5,Thu,2019-11-28,18:50,Krasnodar,1.9,1–0,0.7,Basel,22826,Krasnodar Stadium,Bobby Madden,/en/matches/c7450ba9/Krasnodar-Basel-November-28-2019-Europa-League,,UEL,19-20
Group stage,5,Thu,2019-11-28,18:55,Feyenoord,2.3,2–2,0.8,Rangers,47500,Stadion Feijenoord,Damir Skomina,/en/matches/19671188/Feyenoord-Rangers-November-28-2019-Europa-League,,UEL,19-20
Group stage,5,Thu,2019-11-28,18:55,Saint-Étienne,1.4,0–0,0.5,Gent,25315,Stade Geoffroy-Guichard,Irfan Peljto,/en/matches/5115c3eb/Saint-Etienne-Gent-November-28-2019-Europa-League,,UEL,19-20
